1
2
data_3.csvDATUM:;ZEIT:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M41: ms;M42: ms;M43: ms;M44: ms;;;;;;;M51: Pa;M52: Pa;M53: Pa;M54: Pa
19.05.2023;07:27:17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,9;14,5;11,3;11;;;;;;;121,2;129,6;67,6;93,8
;07:27:18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,1;15,6;10,4;12,7;;;;;;;1150,2;123,8;852;70,3
;07:27:19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,5;15;10;11,9;;;;;;;110,2;123,1;37,1;86
;07:27:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,3;15,2;9,8;11,6;;;;;;;127,6;128,2;38,1;82,6
;07:27:21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,8;15,1;10,2;11,2;;;;;;;109,6;130,4;68,7;65,7
;07:27:22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,9;14,8;9,8;12,4;;;;;;;130,6;142,4;50,7;74,9
;07:27:23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,3;15,7;8,9;11,7;;;;;;;115,5;140,9;68,1;62,1
;07:27:24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,1;14,9;8,7;12;;;;;;;115,5;129,8;67,7;67,2
;07:27:25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,2;15,4;11;12,1;;;;;;;129,8;125,6;52,8;91,3
;07:27:26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,6;14,7;10,9;11,2;;;;;;;117,5;132;66,4;73,7
;07:27:27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;15,1;10,6;11,8;;;;;;;125,2;133,4;40,1;77,5
;07:27:28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,1;15;10,6;11,9;;;;;;;122,9;120;78,5;86,7
;07:27:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,9;15,1;10,2;12,5;;;;;;;129,7;132,8;54;74,3
;07:27:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,9;15,3;7,3;11,9;;;;;;;126,7;134,4;72,8;85
;07:27:31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,2;15,3;10,9;10,8;;;;;;;115,6;134;64,4;68,5
;07:27:32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;14,7;9,6;10,9;;;;;;;123,1;140,3;36,1;76,6
;07:27:33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,4;15;10;10,6;;;;;;;117,2;132,3;60,5;81,5
;07:27:34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,7;15;8;11,5;;;;;;;122,6;128,2;66,4;64,8
;07:27:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,6;14,6;10,5;12;;;;;;;125,3;145,1;65,1;62,6
;07:27:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,3;14;10,4;12,1;;;;;;;116,3;142,1;72,6;56,2
;07:27:37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;14,4;12;11,7;;;;;;;114,4;131,9;76,2;78,5
;07:27:38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,1;14,9;9,7;11;;;;;;;120,3;138,8;58,2;86,6
;07:27:39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,7;14,3;9,2;10,8;;;;;;;110,4;136,6;70,9;62,9
;07:27:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,9;15;10,7;9,1;;;;;;;106;116,7;64,6;75,7
;07:27:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,3;14,4;8,8;11,8;;;;;;;113,6;122,9;70,9;62
;07:27:42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,6;14,8;9;11,2;;;;;;;125,2;131,2;49,6;66,2
;07:27:43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,7;14,8;9,9;11,3;;;;;;;118,6;142,6;84,5;68,9
;07:27:44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,9;15,4;10,5;10,1;;;;;;;116,8;134,1;63,6;86,1
;07:27:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,3;15,3;10,6;11,6;;;;;;;123,4;132,8;66,3;93,4
;07:27:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,3;15;10,4;10,9;;;;;;;117,3;126,2;72,8;69,8
;07:27:47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,7;14,4;8,7;10,7;;;;;;;120,3;134;82,4;69
;07:27:48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;15;11,9;12,4;;;;;;;127;135,3;56;95,8
;07:27:49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,6;14,2;9,4;11,6;;;;;;;120;133,9;83,7;86,6
;07:27:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,5;15,1;12,2;11,6;;;;;;;114,8;136,6;92,7;75,2
;07:27:51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,4;15,2;9,8;9,7;;;;;;;117,7;133,3;49,6;66,8
;07:27:52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,5;14,4;10,6;12;;;;;;;123,4;134,7;64,2;62,6
;07:27:53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,4;15,3;10,8;12,2;;;;;;;127,5;127,7;72;94
;07:27:54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,1;14,8;12;10,8;;;;;;;127,9;123,8;75;84,2
;07:27:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,3;14,3;8,1;11,2;;;;;;;116,4;132,8;64;47,7
;07:27:56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,4;15,5;10,2;10,4;;;;;;;118,2;136;88,1;60,9
;07:27:57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,6;14,5;8,8;10,8;;;;;;;126,7;137,8;59,8;74,3
;07:27:58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,6;15,2;10,1;10,7;;;;;;;118,8;132,4;61,2;87,7
